,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,LABEL
0,-1.1977806,-1.1977806,-0.80557674,-0.80557674,-0.80557674,-1.0016763,-0.80557674,-1.982179,-0.80557674,-0.60947704,-0.21727782,-1.0016763,-1.0016763,-1.0016763,-0.41337743,-0.21727782,-0.021178218,-0.21727782,-0.41337743,-0.21727782,2
1,-1.1977806,-0.80557674,-0.80557674,-0.80557674,-1.0016763,-0.80557674,-1.982179,-0.80557674,-0.60947704,-0.21727782,-1.0016763,-1.0016763,-1.0016763,-0.41337743,-0.21727782,-0.021178218,-0.21727782,-0.41337743,-0.21727782,-1.0016763,2
2,-0.80557674,-0.80557674,-0.80557674,-1.0016763,-0.80557674,-1.982179,-0.80557674,-0.60947704,-0.21727782,-1.0016763,-1.0016763,-1.0016763,-0.41337743,-0.21727782,-0.021178218,-0.21727782,-0.41337743,-0.21727782,-1.0016763,-0.021178218,2
3,-0.80557674,-0.80557674,-1.0016763,-0.80557674,-1.982179,-0.80557674,-0.60947704,-0.21727782,-1.0016763,-1.0016763,-1.0016763,-0.41337743,-0.21727782,-0.021178218,-0.21727782,-0.41337743,-0.21727782,-1.0016763,-0.021178218,-0.021178218,2
4,-0.80557674,-1.0016763,-0.80557674,-1.982179,-0.80557674,-0.60947704,-0.21727782,-1.0016763,-1.0016763,-1.0016763,-0.41337743,-0.21727782,-0.021178218,-0.21727782,-0.41337743,-0.21727782,-1.0016763,-0.021178218,-0.021178218,-0.021178218,2
5,-1.0016763,-0.80557674,-1.982179,-0.80557674,-0.60947704,-0.21727782,-1.0016763,-1.0016763,-1.0016763,-0.41337743,-0.21727782,-0.021178218,-0.21727782,-0.41337743,-0.21727782,-1.0016763,-0.021178218,-0.021178218,-0.021178218,-0.41337743,2
6,-0.80557674,-1.982179,-0.80557674,-0.60947704,-0.21727782,-1.0016763,-1.0016763,-1.0016763,-0.41337743,-0.21727782,-0.021178218,-0.21727782,-0.41337743,-0.21727782,-1.0016763,-0.021178218,-0.021178218,-0.021178218,-0.41337743,-0.21727782,2
7,-1.982179,-0.80557674,-0.60947704,-0.21727782,-1.0016763,-1.0016763,-1.0016763,-0.41337743,-0.21727782,-0.021178218,-0.21727782,-0.41337743,-0.21727782,-1.0016763,-0.021178218,-0.021178218,-0.021178218,-0.41337743,-0.21727782,-0.80557674,2
8,-0.80557674,-0.60947704,-0.21727782,-1.0016763,-1.0016763,-1.0016763,-0.41337743,-0.21727782,-0.021178218,-0.21727782,-0.41337743,-0.21727782,-1.0016763,-0.021178218,-0.021178218,-0.021178218,-0.41337743,-0.21727782,-0.80557674,-0.41337743,2
9,-0.60947704,-0.21727782,-1.0016763,-1.0016763,-1.0016763,-0.41337743,-0.21727782,-0.021178218,-0.21727782,-0.41337743,-0.21727782,-1.0016763,-0.021178218,-0.021178218,-0.021178218,-0.41337743,-0.21727782,-0.80557674,-0.41337743,-0.21727782,2
