,0
532,2.68
533,2.74
534,2.76
535,2.69
536,2.67
537,2.66
538,2.67
539,2.67
540,2.75
541,2.78
542,2.75
543,2.7
544,2.65
545,2.66
546,2.67
547,2.7
548,2.79
549,2.72
550,2.67
551,2.66
552,2.66
553,2.69
554,2.78
555,2.78
556,2.71
557,2.66
558,2.65
559,2.67
560,2.7
561,2.78
562,2.78
563,2.76
564,2.61
565,2.7
566,2.67
567,2.77
568,2.77
569,2.62
570,2.67
571,2.66
572,2.7
573,2.77
574,2.73
575,2.69
576,2.64
577,2.64
578,2.68
579,2.77
580,2.76
581,2.68
582,2.65
583,2.64
584,2.67
585,2.65
586,2.64
587,2.63
588,2.6
589,2.61
590,2.64
591,2.65
592,2.66
593,2.66
594,2.66
595,2.65
596,2.71
597,2.72
598,2.65
599,2.65
600,2.65
601,2.72
602,2.63
603,2.64
604,2.67
605,2.67
606,2.65
607,2.67
608,2.68
609,2.72
610,2.68
611,2.67
612,2.71
613,2.66
614,2.65
615,2.72
616,2.71
617,2.7
618,2.66
619,2.66
620,2.65
621,2.69
622,2.69
623,2.69
624,2.65
625,2.65
626,2.73
627,2.68
628,2.7
629,2.66
630,2.65
631,2.69
632,2.68
633,2.69
634,2.75
635,2.59
636,2.67
637,2.65
638,2.67
639,2.74
640,2.77
641,2.66
642,2.65
643,2.68
644,2.67
645,2.69
646,2.75
647,2.69
648,2.61
649,2.66
650,2.65
651,2.67
652,2.72
653,2.74
654,2.69
655,2.66
656,2.64
657,2.67
658,2.73
659,2.77
660,2.67
661,2.62
662,2.66
663,2.66
664,2.67
665,2.76
666,2.73
667,2.65
668,2.66
669,2.65
670,2.71
671,2.77
672,2.7
673,2.6
674,2.66
675,2.65
676,2.67
677,2.71
678,2.78
679,2.71
680,2.65
681,2.67
682,2.65
683,2.67
684,2.78
685,2.68
686,2.66
687,2.63
688,2.66
689,2.78
690,2.79
691,2.67
692,2.66
693,2.68
694,2.65
695,2.76
696,2.79
697,2.74
698,2.61
699,2.67
700,2.65
701,2.66
702,2.66
703,2.76
704,2.74
705,2.61
706,2.67
707,2.65
708,2.69
709,2.71
710,2.78
711,2.73
712,2.65
713,2.69
714,2.65
715,2.66
716,2.78
717,2.78
718,2.64
719,2.71
720,2.66
721,2.67
722,2.75
723,2.72
724,2.63
725,2.69
726,2.66
727,2.68
728,2.73
729,2.73
730,2.63
731,2.73
732,2.64
733,2.68
734,2.76
735,2.79
736,2.69
737,2.63
738,2.67
739,2.65
740,2.68
741,2.71
742,2.72
743,2.64
744,2.69
745,2.62
746,2.66
747,2.65
748,2.71
749,2.69
750,2.61
751,2.71
752,2.64
753,2.67
754,2.78
755,2.72
756,2.7
757,2.61
758,2.7
759,2.65
760,2.71
761,2.73
762,2.74
763,2.61
764,2.66
765,2.63
766,2.71
767,2.79
768,2.79
769,2.74
770,2.6
771,2.66
772,2.64
773,2.67
774,2.73
775,2.78
776,2.69
777,2.63
778,2.65
779,2.65
780,2.66
781,2.77
782,2.79
783,2.65
784,2.62
785,2.66
786,2.61
787,2.68
788,2.76
789,2.72
790,2.59
791,2.66
792,2.65
793,2.74
794,2.75
795,2.73
796,2.61
797,2.66
798,2.67
799,2.75
800,2.79
801,2.72
802,2.63
803,2.65
804,2.64
805,2.68
806,2.75
807,2.74
808,2.68
809,2.63
810,2.67
811,2.66
812,2.7
813,2.73
814,2.76
815,2.67
816,2.63
817,2.67
818,2.65
819,2.72
820,2.76
821,2.74
822,2.78
823,2.69
824,2.58
825,2.65
826,2.64
827,2.63
828,2.73
829,2.73
830,2.71
831,2.59
832,2.65
833,2.63
834,2.66
835,2.77
836,2.8
837,2.61
838,2.6
839,2.65
840,2.66
841,2.71
842,2.76
843,2.77
844,2.71
845,2.63
846,2.63
847,2.64
848,2.65
849,2.79
850,2.74
851,2.59
852,2.64
853,2.63
854,2.66
855,2.66
856,2.77
857,2.76
858,2.58
859,2.63
860,2.63
861,2.79
862,2.77
863,2.8
864,2.65
865,2.58
866,2.65
867,2.71
868,2.76
869,2.77
870,2.75
871,2.66
872,2.59
873,2.64
874,2.7
875,2.8
876,2.72
877,2.79
878,2.66
879,2.58
880,2.64
881,2.63
882,2.79
883,2.65
884,2.78
885,2.8
886,2.61
887,2.61
888,2.62
889,2.65
890,2.8
891,2.76
892,2.81
893,2.63
894,2.64
895,2.63
896,2.72
897,2.79
898,2.8
899,2.8
900,2.63
901,2.59
902,2.61
903,2.65
904,2.79
905,2.77
906,2.63
907,2.59
908,2.58
909,2.59
910,2.56
911,2.81
912,2.81
913,2.58
914,2.57
915,2.63
916,2.63
917,2.67
918,2.75
919,2.78
920,2.67
921,2.61
922,2.61
923,2.64
924,2.76
925,2.77
926,2.79
927,2.64
928,2.6
929,2.58
930,2.59
931,2.63
932,2.78
933,2.74
934,2.59
935,2.64
936,2.6
937,2.68
938,2.79
939,2.79
940,2.59
941,2.61
942,2.62
943,2.65
944,2.77
945,2.68
946,2.58
947,2.66
948,2.66
949,2.67
950,2.77
951,2.76
952,2.57
953,2.6
954,2.61
955,2.62
956,2.79
957,2.81
958,2.61
959,2.62
960,2.6
961,2.67
962,2.79
963,2.8
964,2.63
965,2.58
966,2.62
967,2.71
968,2.74
969,2.77
970,2.74
971,2.59
972,2.62
973,2.67
974,2.74
975,2.77
976,2.79
977,2.71
978,2.65
979,2.63
980,2.65
981,2.77
982,2.77
983,2.78
984,2.61
985,2.6
986,2.61
987,2.62
988,2.67
989,2.78
990,2.79
991,2.59
992,2.59
993,2.61
994,2.6
995,2.66
996,2.63
997,2.71
998,2.6
999,2.66
