,0
0,2.49
1,2.54
2,2.46
3,2.48
4,2.51
5,2.46
6,2.43
7,2.45
8,2.53
9,2.53
10,2.54
11,2.56
12,2.5
13,2.43
14,2.44
15,2.5
16,2.46
17,2.51
18,2.45
19,2.45
20,2.54
21,2.54
22,2.56
23,2.34
24,2.34
25,2.33
26,2.32
27,2.47
28,2.52
29,2.52
30,2.46
31,2.52
32,2.54
33,2.54
34,2.53
35,2.5
36,2.4
37,2.32
38,2.45
39,2.54
40,2.54
41,2.51
42,2.54
43,2.54
44,2.53
45,2.42
46,2.52
47,2.34
48,2.3
49,2.47
50,2.53
51,2.54
52,2.47
53,2.49
54,2.54
55,2.55
56,2.53
57,2.44
58,2.35
59,2.32
60,2.5
61,2.47
62,2.46
63,2.44
64,2.45
65,2.55
66,2.54
67,2.55
68,2.33
69,2.34
70,2.44
71,2.48
72,2.52
73,2.49
74,2.43
75,2.47
76,2.55
77,2.54
78,2.55
79,2.33
80,2.32
81,2.47
82,2.51
83,2.54
84,2.44
85,2.46
86,2.53
87,2.54
88,2.39
89,2.54
90,2.34
91,2.34
92,2.44
93,2.5
94,2.49
95,2.47
96,2.46
97,2.52
98,2.53
99,2.54
100,2.53
101,2.53
102,2.47
103,2.49
104,2.51
105,2.46
106,2.45
107,2.48
108,2.53
109,2.49
110,2.42
111,2.4
112,2.35
113,2.47
114,2.5
115,2.48
116,2.47
117,2.47
118,2.47
119,2.51
120,2.52
121,2.4
122,2.55
123,2.36
124,2.35
125,2.44
126,2.54
127,2.54
128,2.53
129,2.54
130,2.52
131,2.55
132,2.54
133,2.41
134,2.35
135,2.47
136,2.45
137,2.53
138,2.46
139,2.5
140,2.52
141,2.54
142,2.46
143,2.53
144,2.52
145,2.52
146,2.45
147,2.53
148,2.51
149,2.55
150,2.48
151,2.47
152,2.48
153,2.55
154,2.32
155,2.52
156,2.47
157,2.54
158,2.53
159,2.52
160,2.48
161,2.52
162,2.53
163,2.51
164,2.35
165,2.53
166,2.5
167,2.51
168,2.54
169,2.54
170,2.54
171,2.47
172,2.53
173,2.54
174,2.5
175,2.37
176,2.36
177,2.34
178,2.43
179,2.5
180,2.41
181,2.43
182,2.43
183,2.44
184,2.44
185,2.39
186,2.32
187,2.35
188,2.52
189,2.44
190,2.52
191,2.52
192,2.44
193,2.42
194,2.48
195,2.53
196,2.29
197,2.42
198,2.37
199,2.44
200,2.52
201,2.51
202,2.42
203,2.42
204,2.39
205,2.46
206,2.45
207,2.31
208,2.41
209,2.5
210,2.42
211,2.44
212,2.44
213,2.46
214,2.54
215,2.52
216,2.45
217,2.33
218,2.33
219,2.32
220,2.5
221,2.5
222,2.43
223,2.46
224,2.54
225,2.52
226,2.55
227,2.31
228,2.52
229,2.49
230,2.55
231,2.48
232,2.48
233,2.44
234,2.47
235,2.53
236,2.54
237,2.54
238,2.35
239,2.35
240,2.4
241,2.5
242,2.47
243,2.43
244,2.46
245,2.51
246,2.54
247,2.54
248,2.54
249,2.35
250,2.32
251,2.44
252,2.54
253,2.53
254,2.48
255,2.46
256,2.54
257,2.49
258,2.52
259,2.53
260,2.34
261,2.46
262,2.42
263,2.42
264,2.44
265,2.46
266,2.52
267,2.54
268,2.46
269,2.54
270,2.33
271,2.32
272,2.44
273,2.54
274,2.52
275,2.48
276,2.5
277,2.54
278,2.54
279,2.52
280,2.34
281,2.35
282,2.34
283,2.49
284,2.46
285,2.45
286,2.46
287,2.5
288,2.54
289,2.55
290,2.54
291,2.52
292,2.38
293,2.53
294,2.53
295,2.46
296,2.46
297,2.46
298,2.51
299,2.44
300,2.52
301,2.33
302,2.33
303,2.42
304,2.5
305,2.48
306,2.46
307,2.49
308,2.53
309,2.54
310,2.56
311,2.53
312,2.46
313,2.45
314,2.51
315,2.48
316,2.46
317,2.46
318,2.54
319,2.52
320,2.5
321,2.56
322,2.54
323,2.32
324,2.33
325,2.33
326,2.51
327,2.48
328,2.48
329,2.51
330,2.54
331,2.46
332,2.55
333,2.5
334,2.36
335,2.44
336,2.5
337,2.54
338,2.47
339,2.52
340,2.52
341,2.53
342,2.32
343,2.52
344,2.34
345,2.33
346,2.45
347,2.53
348,2.54
349,2.48
350,2.51
351,2.55
352,2.56
353,2.31
354,2.33
355,2.52
356,2.5
357,2.41
358,2.47
359,2.47
360,2.46
361,2.46
362,2.54
363,2.48
364,2.46
365,2.54
366,2.33
367,2.33
368,2.52
369,2.49
370,2.43
371,2.46
372,2.48
373,2.54
374,2.43
375,2.37
376,2.32
377,2.33
378,2.44
379,2.52
380,2.45
381,2.46
382,2.52
383,2.54
384,2.5
385,2.52
386,2.56
387,2.53
388,2.52
389,2.54
390,2.49
391,2.47
392,2.51
393,2.54
394,2.51
395,2.32
396,2.29
397,2.32
398,2.31
399,2.31
400,2.45
401,2.5
402,2.46
403,2.47
404,2.54
405,2.55
406,2.49
407,2.54
408,2.33
409,2.47
410,2.49
411,2.52
412,2.48
413,2.51
