,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,LABEL
0,0.14035515,0.14035515,0.29912812,-1.1298287,-0.9710557,-0.65350974,-0.018417824,1.251766,-0.81228274,-0.9710557,0.29912812,0.14035515,1.8868617,-1.1298287,-0.018417824,-0.018417824,-1.1298287,0.29912812,1.092993,-0.81228274,6
1,0.14035515,0.29912812,-1.1298287,-0.9710557,-0.65350974,-0.018417824,1.251766,-0.81228274,-0.9710557,0.29912812,0.14035515,1.8868617,-1.1298287,-0.018417824,-0.018417824,-1.1298287,0.29912812,1.092993,-0.81228274,-0.81228274,6
2,0.29912812,-1.1298287,-0.9710557,-0.65350974,-0.018417824,1.251766,-0.81228274,-0.9710557,0.29912812,0.14035515,1.8868617,-1.1298287,-0.018417824,-0.018417824,-1.1298287,0.29912812,1.092993,-0.81228274,-0.81228274,0.4579011,6
3,-1.1298287,-0.9710557,-0.65350974,-0.018417824,1.251766,-0.81228274,-0.9710557,0.29912812,0.14035515,1.8868617,-1.1298287,-0.018417824,-0.018417824,-1.1298287,0.29912812,1.092993,-0.81228274,-0.81228274,0.4579011,-0.1771908,6
4,-0.9710557,-0.65350974,-0.018417824,1.251766,-0.81228274,-0.9710557,0.29912812,0.14035515,1.8868617,-1.1298287,-0.018417824,-0.018417824,-1.1298287,0.29912812,1.092993,-0.81228274,-0.81228274,0.4579011,-0.1771908,0.29912812,6
5,-0.65350974,-0.018417824,1.251766,-0.81228274,-0.9710557,0.29912812,0.14035515,1.8868617,-1.1298287,-0.018417824,-0.018417824,-1.1298287,0.29912812,1.092993,-0.81228274,-0.81228274,0.4579011,-0.1771908,0.29912812,0.14035515,6
6,-0.018417824,1.251766,-0.81228274,-0.9710557,0.29912812,0.14035515,1.8868617,-1.1298287,-0.018417824,-0.018417824,-1.1298287,0.29912812,1.092993,-0.81228274,-0.81228274,0.4579011,-0.1771908,0.29912812,0.14035515,-0.81228274,6
7,1.251766,-0.81228274,-0.9710557,0.29912812,0.14035515,1.8868617,-1.1298287,-0.018417824,-0.018417824,-1.1298287,0.29912812,1.092993,-0.81228274,-0.81228274,0.4579011,-0.1771908,0.29912812,0.14035515,-0.81228274,-0.018417824,6
8,-0.81228274,-0.9710557,0.29912812,0.14035515,1.8868617,-1.1298287,-0.018417824,-0.018417824,-1.1298287,0.29912812,1.092993,-0.81228274,-0.81228274,0.4579011,-0.1771908,0.29912812,0.14035515,-0.81228274,-0.018417824,-0.65350974,6
9,-0.9710557,0.29912812,0.14035515,1.8868617,-1.1298287,-0.018417824,-0.018417824,-1.1298287,0.29912812,1.092993,-0.81228274,-0.81228274,0.4579011,-0.1771908,0.29912812,0.14035515,-0.81228274,-0.018417824,-0.65350974,0.29912812,6
10,0.29912812,0.14035515,1.8868617,-1.1298287,-0.018417824,-0.018417824,-1.1298287,0.29912812,1.092993,-0.81228274,-0.81228274,0.4579011,-0.1771908,0.29912812,0.14035515,-0.81228274,-0.018417824,-0.65350974,0.29912812,1.092993,6
11,0.14035515,1.8868617,-1.1298287,-0.018417824,-0.018417824,-1.1298287,0.29912812,1.092993,-0.81228274,-0.81228274,0.4579011,-0.1771908,0.29912812,0.14035515,-0.81228274,-0.018417824,-0.65350974,0.29912812,1.092993,-1.2886016,6
12,1.8868617,-1.1298287,-0.018417824,-0.018417824,-1.1298287,0.29912812,1.092993,-0.81228274,-0.81228274,0.4579011,-0.1771908,0.29912812,0.14035515,-0.81228274,-0.018417824,-0.65350974,0.29912812,1.092993,-1.2886016,-1.4473746,6
13,-1.1298287,-0.018417824,-0.018417824,-1.1298287,0.29912812,1.092993,-0.81228274,-0.81228274,0.4579011,-0.1771908,0.29912812,0.14035515,-0.81228274,-0.018417824,-0.65350974,0.29912812,1.092993,-1.2886016,-1.4473746,0.4579011,6
14,-0.018417824,-0.018417824,-1.1298287,0.29912812,1.092993,-0.81228274,-0.81228274,0.4579011,-0.1771908,0.29912812,0.14035515,-0.81228274,-0.018417824,-0.65350974,0.29912812,1.092993,-1.2886016,-1.4473746,0.4579011,-0.9710557,6
15,-0.018417824,-1.1298287,0.29912812,1.092993,-0.81228274,-0.81228274,0.4579011,-0.1771908,0.29912812,0.14035515,-0.81228274,-0.018417824,-0.65350974,0.29912812,1.092993,-1.2886016,-1.4473746,0.4579011,-0.9710557,-0.9710557,6
16,-1.1298287,0.29912812,1.092993,-0.81228274,-0.81228274,0.4579011,-0.1771908,0.29912812,0.14035515,-0.81228274,-0.018417824,-0.65350974,0.29912812,1.092993,-1.2886016,-1.4473746,0.4579011,-0.9710557,-0.9710557,0.4579011,6
17,0.29912812,1.092993,-0.81228274,-0.81228274,0.4579011,-0.1771908,0.29912812,0.14035515,-0.81228274,-0.018417824,-0.65350974,0.29912812,1.092993,-1.2886016,-1.4473746,0.4579011,-0.9710557,-0.9710557,0.4579011,-0.81228274,6
18,1.092993,-0.81228274,-0.81228274,0.4579011,-0.1771908,0.29912812,0.14035515,-0.81228274,-0.018417824,-0.65350974,0.29912812,1.092993,-1.2886016,-1.4473746,0.4579011,-0.9710557,-0.9710557,0.4579011,-0.81228274,-1.1298287,6
19,-0.81228274,-0.81228274,0.4579011,-0.1771908,0.29912812,0.14035515,-0.81228274,-0.018417824,-0.65350974,0.29912812,1.092993,-1.2886016,-1.4473746,0.4579011,-0.9710557,-0.9710557,0.4579011,-0.81228274,-1.1298287,0.4579011,6
20,-0.81228274,0.4579011,-0.1771908,0.29912812,0.14035515,-0.81228274,-0.018417824,-0.65350974,0.29912812,1.092993,-1.2886016,-1.4473746,0.4579011,-0.9710557,-0.9710557,0.4579011,-0.81228274,-1.1298287,0.4579011,-0.3359638,6
21,0.4579011,-0.1771908,0.29912812,0.14035515,-0.81228274,-0.018417824,-0.65350974,0.29912812,1.092993,-1.2886016,-1.4473746,0.4579011,-0.9710557,-0.9710557,0.4579011,-0.81228274,-1.1298287,0.4579011,-0.3359638,0.14035515,6
22,-0.1771908,0.29912812,0.14035515,-0.81228274,-0.018417824,-0.65350974,0.29912812,1.092993,-1.2886016,-1.4473746,0.4579011,-0.9710557,-0.9710557,0.4579011,-0.81228274,-1.1298287,0.4579011,-0.3359638,0.14035515,0.4579011,6
23,0.29912812,0.14035515,-0.81228274,-0.018417824,-0.65350974,0.29912812,1.092993,-1.2886016,-1.4473746,0.4579011,-0.9710557,-0.9710557,0.4579011,-0.81228274,-1.1298287,0.4579011,-0.3359638,0.14035515,0.4579011,0.29912812,6
24,0.14035515,-0.81228274,-0.018417824,-0.65350974,0.29912812,1.092993,-1.2886016,-1.4473746,0.4579011,-0.9710557,-0.9710557,0.4579011,-0.81228274,-1.1298287,0.4579011,-0.3359638,0.14035515,0.4579011,0.29912812,-0.018417824,6
25,-0.81228274,-0.018417824,-0.65350974,0.29912812,1.092993,-1.2886016,-1.4473746,0.4579011,-0.9710557,-0.9710557,0.4579011,-0.81228274,-1.1298287,0.4579011,-0.3359638,0.14035515,0.4579011,0.29912812,-0.018417824,0.775447,6
26,-0.018417824,-0.65350974,0.29912812,1.092993,-1.2886016,-1.4473746,0.4579011,-0.9710557,-0.9710557,0.4579011,-0.81228274,-1.1298287,0.4579011,-0.3359638,0.14035515,0.4579011,0.29912812,-0.018417824,0.775447,-0.1771908,6
27,-0.65350974,0.29912812,1.092993,-1.2886016,-1.4473746,0.4579011,-0.9710557,-0.9710557,0.4579011,-0.81228274,-1.1298287,0.4579011,-0.3359638,0.14035515,0.4579011,0.29912812,-0.018417824,0.775447,-0.1771908,1.5693157,6
