,time,volt
0,0.0,2.618183199690079
1,0.01,2.6208840483064173
2,0.02,2.6222099789968385
3,0.03,2.622568179091669
4,0.04,2.622612382393767
5,0.05,2.624184647008945
6,0.06,2.6244173616230326
7,0.07,2.624290829216894
8,0.08,2.6242409464491105
9,0.09,2.627649246262311
10,0.1,2.633514059531154
11,0.11,2.635430893306136
12,0.12,2.636803253668747
13,0.13,2.6357978868680023
14,0.14,2.6350996873779566
15,0.15,2.638416928488518
16,0.16,2.638594640584996
17,0.17,2.636944588146809
18,0.18,2.6368096635342155
19,0.19,2.636842891711653
20,0.2,2.637021889273777
21,0.21,2.63707216906404
22,0.22,2.6378700337503735
23,0.23,2.637212751310691
24,0.24,2.633950589807393
25,0.25,2.63206877854824
26,0.26,2.6305707925656856
27,0.27,2.6300918799631394
28,0.28,2.628143633181503
29,0.29,2.6265435768993415
30,0.3,2.626581553254041
31,0.31,2.6146992950429224
32,0.32,2.604228302693592
33,0.33,2.606278616194287
34,0.34,2.608207257297575
35,0.35000000000000003,2.6130089830935668
36,0.36,2.6179888693569824
37,0.37,2.620014462963252
38,0.38,2.6215840845578406
39,0.39,2.621667174383545
40,0.4,2.6220894963226327
41,0.41000000000000003,2.6215351198338164
42,0.42,2.62145276842203
43,0.43,2.621853626187831
44,0.44,2.620152465325976
45,0.45,2.6177565384170145
46,0.46,2.6117603625924213
47,0.47000000000000003,2.5980076709937245
48,0.48,2.5935531250197283
49,0.49,2.609081427887371
50,0.5,2.612167802831256
51,0.51,2.597417937574582
52,0.52,2.5940238101574375
53,0.53,2.5983451809419242
54,0.54,2.602560786758334
55,0.55,2.604410859448834
56,0.56,2.6026732937304193
57,0.5700000000000001,2.6068438344562055
58,0.58,2.613351264078813
59,0.59,2.6158688665342273
60,0.6,2.614766685403041
61,0.61,2.619686766986627
62,0.62,2.6316280621093453
63,0.63,2.6357840958432277
64,0.64,2.6357049744557908
65,0.65,2.6357351980904213
66,0.66,2.6353178633708967
67,0.67,2.634934878386646
68,0.68,2.634366321930086
69,0.6900000000000001,2.635516968781802
70,0.7000000000000001,2.636004628474101
71,0.71,2.6356709509317087
72,0.72,2.6337241657951247
73,0.73,2.6337238761831325
74,0.74,2.6348346904622235
75,0.75,2.631143097224009
76,0.76,2.628332952553659
77,0.77,2.6270188459094195
78,0.78,2.625636818581124
79,0.79,2.62482607295264
80,0.8,2.6230427778492236
81,0.81,2.6226271897229956
82,0.8200000000000001,2.6139575990362123
83,0.8300000000000001,2.597893530767503
84,0.84,2.595326057843607
85,0.85,2.606021652514434
86,0.86,2.6124323845303787
87,0.87,2.612566239882816
88,0.88,2.615193968778702
89,0.89,2.6162967848540553
90,0.9,2.6154555881555415
91,0.91,2.616202912702036
92,0.92,2.6163227520657104
93,0.93,2.616939720603082
94,0.9400000000000001,2.6176727452575164
95,0.9500000000000001,2.6179663926537997
96,0.96,2.618576573853398
97,0.97,2.6180848854227334
98,0.98,2.6165358334789524
99,0.99,2.615988990169909
100,1.0,2.611014282264318
101,1.01,2.594808282384068
102,1.02,2.589583319084603
103,1.03,2.607786192094477
104,1.04,2.6175096873104224
105,1.05,2.6158265349990835
106,1.06,2.619081390204466
107,1.07,2.620447233856373
108,1.08,2.620369239281148
109,1.09,2.6216494531403294
110,1.1,2.623011614142028
111,1.11,2.623698545982729
112,1.12,2.6236041275110806
113,1.1300000000000001,2.6243796813032385
114,1.1400000000000001,2.6240328988567407
115,1.1500000000000001,2.626337331869829
116,1.16,2.630793019426534
117,1.17,2.6315747925345208
118,1.18,2.632643102395258
119,1.19,2.6328145707283888
